Year,Yield (tons/acre),radiation,rain,avg_min_temp,avg_max_temp,City
2007-06-11,2.7109677419354843,233210.09,2291.76,3.26,14.3162,Ithaca
2007-06-12,1.6785714285714286,125819.37,1335.06,3.2774,14.1642,Ithaca
2007-06-15,2.1308695652173912,339258.45,3601.8,3.0028,13.9427,Ithaca
2007-06-21,1.8942857142857144,239293.34,2330.45,3.3454,14.4474,Ithaca
2007-07-12,1.9345833333333333,139648.78,1419.11,3.8311000000000006,14.9779,Ithaca
2007-07-13,1.5877419354838709,245786.57,2382.68,3.6145,14.7802,Ithaca
2007-07-30,1.64,356613.76,3768.4,3.3664,14.3897,Ithaca
2007-07-31,0.9957142857142858,144961.29,1501.66,4.2562,15.3981,Ithaca
2007-08-06,1.3914285714285715,257348.67,2475.27,3.8663,15.0886,Ithaca
2007-08-07,0.7442857142857143,36028.98,245.42,11.0659,25.039000000000005,Ithaca
2007-08-23,2.002083333333333,155318.05,1554.58,4.627,15.8895,Ithaca
2007-08-29,1.4848387096774194,263141.83,2535.61,4.1548,15.396,Ithaca
2007-09-11,0.5328571428571428,159773.13999999998,1638.65,5.0332,16.2771,Ithaca
2007-09-12,1.17,372221.96,3905.39,3.7276,14.8,Ithaca
2007-09-20,0.40857142857142853,272674.15,2623.1700000000005,4.2861,15.5544,Ithaca
2008-06-03,2.4374193548387098,211041.76096774192,2085.0625806451612,2.9380354838709675,14.049722580645161,Ithaca
2008-06-05,2.410344827586207,152547.1775862069,1410.0562068965517,3.058244827586207,14.437920689655172,Ithaca
2008-06-09,2.6451612903225805,344793.51,3335.19,3.1129,14.1906,Ithaca
2008-06-15,1.9499999999999997,349005.6,3374.66,3.1558,14.242,Ithaca
2008-07-12,2.1679166666666667,251069.11,2499.55,3.4319,14.5064,Ithaca
2008-07-23,2.4413636363636364,143375.11,1327.39,4.2931,15.862600000000002,Ithaca
2008-07-24,1.8141935483870968,360536.83,3561.95,3.5248,14.6326,Ithaca
2008-07-28,1.2557142857142856,31450.78,267.59,10.952700000000002,23.4815,Ithaca
2008-08-03,1.8342857142857143,144643.61,1349.85,4.5856,16.054,Ithaca
2008-08-05,1.7349999999999999,312131.8,3110.605,3.7077,14.78375,Ithaca
2008-08-26,1.81125,267459.09,2663.64,3.961,15.0712,Ithaca
2008-09-04,1.6336363636363636,159732.38,1403.44,4.9893,16.6303,Ithaca
2008-09-10,0.7151851851851851,47373.36,340.04,11.3487,23.7867,Ithaca
2008-09-11,0.7271428571428571,103838.405,873.65,8.1754,20.2071,Ithaca
2008-09-14,0.6414285714285715,271940.28,2695.23,4.1526,15.2595,Ithaca
2008-09-15,1.0748387096774195,379930.26,3658.82,3.8993,15.0503,Ithaca
2008-09-18,0.5514285714285714,382947.9,3670.28,3.8866,15.0393,Ithaca
2009-06-01,2.14,287859.68,2634.025,2.52815,13.81225,Ithaca
2009-06-02,2.4650000000000003,235026.08,2000.59,2.4695,13.9568,Ithaca
2009-06-03,2.75,346604.07,3267.4600000000005,2.5702,13.728299999999999,Ithaca
2009-06-08,2.1672413793103447,123184.57,949.02,2.1379,13.7716,Ithaca
2009-07-10,1.4000000000000001,358437.01000000007,3428.65,2.8607,14.0141,Ithaca
2009-07-13,2.129583333333333,361715.52,3436.14,2.8617000000000004,14.042499999999999,Ithaca
2009-07-16,1.6524137931034484,137702.35,1103.4,2.9461,14.6006,Ithaca
2009-07-17,1.9654545454545451,252378.16000000003,2172.43,2.9431,14.4587,Ithaca
2009-07-20,2.05,250900.71,2172.43,2.9893,14.456,Ithaca
2009-08-27,1.4247222222222222,131016.67138888889,1079.1258333333333,5.332027777777778,17.10946388888889,Ithaca
2009-08-28,1.9937500000000001,378565.02,3607.65,3.2742,14.472,Ithaca
2009-09-03,1.6806896551724138,295977.6975862069,2669.016206896552,3.483813793103448,14.925051724137932,Ithaca
2009-09-15,1.5442857142857143,271213.04,2373.13,3.6447,15.1276,Ithaca
2010-06-10,2.9455555555555555,221830.71666666665,1921.6948148148147,2.932714814814815,14.045259259259259,Ithaca
2010-06-13,2.164827586206896,235369.97,1969.17,2.5766999999999998,13.7274,Ithaca
2010-06-17,3.075714285714286,345810.88,3033.9900000000002,2.7241,13.8882,Ithaca
2010-06-19,2.5700000000000003,123460.52,1114.48,3.3719,14.2692,Ithaca
2010-07-12,1.1736363636363636,360293.34,3100.93,2.9576,14.2051,Ithaca
2010-07-18,2.2203125,150315.89,1262.75,4.0247,15.1852,Ithaca
2010-07-27,2.3728571428571428,361533.02,3153.55,3.1425999999999994,14.3542,Ithaca
2010-07-29,1.5771428571428572,138806.37,1235.06,4.4431,15.4646,Ithaca
2010-07-31,1.665,211258.9586111111,1743.2677777777778,4.961475,16.45777222222222,Ithaca
2010-08-25,1.0472727272727274,375194.34,3273.4400000000005,3.4136000000000006,14.652799999999997,Ithaca
2010-08-30,0.7793103448275862,264193.44,2214.79,3.6786,14.8997,Ithaca
2010-08-31,1.4090625,165617.1,1433.28,4.9285,16.1258,Ithaca
2010-09-21,0.7928571428571428,157234.41,1377.26,5.3167,16.3864,Ithaca
2010-09-23,1.3528571428571428,52776.93,405.61,12.1286,24.3397,Ithaca
2010-09-24,1.0271428571428571,381759.9,3299.15,3.5895,14.8256,Ithaca
2011-06-09,2.8625,125059.5,1350.71,3.0849,13.8677,Ithaca
2011-06-13,2.860625,234139.25,2375.84,2.9251,13.6283,Ithaca
2011-06-16,3.1285714285714286,126471.73,1382.08,3.1552,13.9157,Ithaca
2011-06-17,2.4014285714285712,232009.03,2361.1700000000005,2.9133,13.616200000000001,Ithaca
2011-06-23,2.027586206896552,348767.37,3231.6,2.6266,13.5819,Ithaca
2011-07-15,1.93825,139600.03,1438.44,3.8776,14.8088,Ithaca
2011-07-19,1.6875,249110.6,2455.68,3.3718,14.193,Ithaca
2011-07-21,2.0557142857142856,141127.67,1457.61,3.9784,14.9627,Ithaca
2011-07-23,1.27,247095.04,2431.7,3.4131,14.247,Ithaca
2011-07-25,0.525,29815.47,247.72,12.923700000000002,25.3633,Ithaca
2011-07-28,0.9131034482758621,363068.73,3308.14,2.9738,14.0039,Ithaca
2011-08-26,1.6352499999999999,154641.39,1582.28,4.8204,15.8798,Ithaca
2011-09-01,1.2275,264593.97,2618.22,3.9267,14.819,Ithaca
2011-09-13,0.7786206896551724,378457.63,3631.4,3.374,14.4145,Ithaca
2011-09-20,1.6457142857142857,161158.48,1809.4,5.0774,16.1,Ithaca
2011-09-27,0.6357142857142858,268290.03,2803.38,4.1254,14.9839,Ithaca
2014-06-18,2.3469230769230767,130646.69999999998,1284.21,2.0789,13.4443,Ithaca
2014-08-04,2.0057692307692307,148838.56,1472.81,3.2496,14.674800000000001,Ithaca
2014-09-14,1.3219512195121952,122328.43658536584,1226.4912195121951,6.692446341463415,18.332963414634147,Ithaca
2015-06-11,2.4896969696969697,348978.73,3121.77,2.101,13.1446,Ithaca
2015-06-18,2.465625,128844.79,1234.19,2.2265,13.4297,Ithaca
2015-06-19,2.551153846153846,241420.60000000003,2302.92,1.7342,12.947100000000002,Ithaca
2015-06-22,2.8350000000000004,242580.28,2314.08,1.7735,12.996,Ithaca
2015-06-24,2.632,130994.7,1250.39,2.381,13.5923,Ithaca
2015-07-20,1.7084848484848485,362957.29,3346.39,2.468,13.5194,Ithaca
2015-07-27,2.060625,143455.95,1420.01,3.1412,14.3804,Ithaca
2015-07-28,1.801923076923077,256273.08000000002,2488.74,2.2637,13.5078,Ithaca
2015-07-30,1.6800000000000002,144658.99,1429.39,3.2242000000000006,14.4786,Ithaca
2015-08-03,1.7,258480.4,2505.14,2.3539,13.6092,Ithaca
2015-08-31,1.1185714285714285,379281.71,3422.0099999999998,2.8336,13.9386,Ithaca
2015-09-08,0.8144444444444444,49564.02,457.8399999999999,12.0407,24.5402,Ithaca
2015-09-15,0.646,161684.41,1490.75,4.1692,15.513499999999999,Ithaca
2015-09-16,0.7525,162120.2,1490.75,4.1776,15.5379,Ithaca
2015-09-21,0.658076923076923,276177.42,2577.06,2.9407,14.2638,Ithaca
2015-09-23,0.622,276965.4,2577.06,2.9479,14.282299999999998,Ithaca
2016-06-07,2.4908333333333332,125771.96000000002,1086.63,3.9068999999999994,15.4689,Ithaca
2016-06-09,2.71625,236640.91,2100.01,2.6321,13.898,Ithaca
2016-06-15,2.572307692307692,351676.32,3170.52,2.1787,13.4573,Ithaca
2016-06-16,2.6366666666666667,352157.07,3170.52,2.1853,13.4681,Ithaca
2016-06-24,2.6759999999999997,243663.02999999997,2102.31,2.7533,14.113400000000002,Ithaca
2016-07-11,1.82125,140303.1,1109.41,4.4626,16.2788,Ithaca
2016-07-12,1.6017857142857144,140810.83,1109.41,4.4794,16.3122,Ithaca
2016-07-13,0.905,251350.87,2124.06,3.0073,14.4436,Ithaca
2016-07-19,0.6326923076923077,365777.28,3207.67,2.4908,13.873999999999999,Ithaca
2016-07-20,0.525,366282.73,3207.67,2.4967,13.885600000000002,Ithaca
2016-07-30,0.858,257964.39000000004,2168.69,3.2466999999999997,14.7434,Ithaca
2016-08-24,1.9725,156112.8,1252.75,5.4673,17.3845,Ithaca
2016-08-25,1.8375000000000001,156427.92,1255.75,5.4855,17.4069,Ithaca
2016-08-26,1.51875,266975.2,2268.36,3.6576,15.1584,Ithaca
2016-09-14,1.3438461538461537,386295.94,3361.46,3.0443,14.508399999999998,Ithaca
2016-09-15,1.558,274348.05,2292.73,3.8463000000000003,15.4095,Ithaca
2016-09-20,1.2816666666666665,388300.23,3376.64,3.0794,14.5567,Ithaca
2017-06-07,2.8980555555555556,233126.26999999996,2114.81,3.6967,15.0811,Ithaca
2017-06-14,2.495,125603.76,1097.39,3.9686000000000003,15.4174,Ithaca
2017-06-26,3.322,350989.45,3201.9,3.0602,14.328399999999998,Ithaca
2017-06-28,3.223125,351767.27,3205.33,3.0703,14.34,Ithaca
2017-07-18,2.265,248994.83,2293.4,4.206,15.6186,Ithaca
2017-07-20,2.2896428571428573,249787.36999999997,2310.09,4.2331,15.6503,Ithaca
2017-07-31,1.9,142785.87,1342.29,5.0189,16.4321,Ithaca
2017-08-01,2.3854545454545453,143256.53,1342.29,5.0389,16.4584,Ithaca
2017-08-17,2.114,370791.99,3407.1699999999996,3.5335,14.8083,Ithaca
2017-08-18,2.219375,371248.84,3408.49,3.5416,14.8195,Ithaca
2017-09-11,1.5058333333333334,269281.5,2464.44,4.6857,16.1195,Ithaca
2017-09-21,1.1099999999999999,162010.77,1450.68,5.6352,17.154,Ithaca
2017-09-26,1.4439393939393939,163827.27,1450.68,5.7058,17.2669,Ithaca
2017-09-28,0.8452380952380952,385438.5,3480.71,3.7663999999999995,15.0947,Ithaca
2018-06-08,2.5642105263157893,122821.68999999999,1180.08,2.9217,13.8375,Ithaca
2018-06-09,2.805,123334.21,1180.08,2.9339999999999997,13.8598,Ithaca
2018-06-12,3.0841666666666665,344102.75,3144.35,3.3318,14.569300000000002,Ithaca
2018-06-15,2.8696774193548387,234444.61,2133.64,3.2597,14.4324,Ithaca
2018-07-18,2.138,139488.83,1282.94,3.8145,14.989699999999997,Ithaca
2018-07-19,1.8099999999999998,359476.7,3239.56,3.6383,14.9594,Ithaca
2018-07-26,1.6825806451612901,250397.93,2319.31,3.7857,15.0616,Ithaca
2018-08-24,1.5805263157894738,150856.77,1526.68,4.7516,15.816,Ithaca
2018-08-27,1.7233333333333334,152137.72,1527.3499999999997,4.8139,15.885399999999999,Ithaca
2018-08-30,1.5779999999999998,261709.98000000004,2472.89,4.2989,15.5151,Ithaca
2018-09-05,1.8357692307692306,263882.69,2473.23,4.3906,15.5999,Ithaca
2018-09-14,1.675,377430.96,3545.73,4.2079,15.4469,Ithaca
2018-09-17,1.6975,378380.68,3590.1,4.2377,15.4745,Ithaca
2019-06-08,1.3631578947368421,230861.05000000002,2475.1,2.9592,13.5301,Ithaca
2019-06-10,1.5683333333333334,231579.44000000003,2484.17,2.9802,13.554499999999999,Ithaca
2019-06-14,2.13,124871.47000000002,1425.32,3.735,14.189,Ithaca
2019-06-19,2.35,343104.44,3478.02,3.2065,14.0482,Ithaca
2019-06-28,2.735,130097.55,1515.7,4.0212,14.5353,Ithaca
2019-07-01,1.746,348030.57,3524.9800000000005,3.3049,14.1674,Ithaca
2019-07-24,1.5699999999999998,247776.23,2672.22,3.5821,14.212699999999998,Ithaca
2019-07-25,1.55,248255.64,2672.22,3.5909,14.2264,Ithaca
2019-07-30,1.7170588235294117,142141.15,1617.97,4.8343,15.444499999999998,Ithaca
2019-08-02,1.5366666666666668,143298.05,1622.36,4.8949,15.521099999999999,Ithaca
2019-08-06,0.8219999999999998,361777.22,3645.9199999999996,3.6646,14.5744,Ithaca
2019-08-08,1.3865384615384615,362270.91000000003,3661.7799999999997,3.6857,14.5928,Ithaca
2019-09-05,1.141578947368421,263508.72,2833.19,4.0481,14.7705,Ithaca
2019-09-06,1.1366666666666667,263944.0,2833.2899999999995,4.0517,14.7793,Ithaca
2019-09-17,1.154705882352941,159487.14,1775.78,5.5157,16.281,Ithaca
2019-09-19,1.2,160319.86,1775.78,5.514399999999999,16.301,Ithaca
2019-09-25,0.6912903225806452,379117.96,3791.12,3.9674,14.9365,Ithaca
2020-06-10,1.2545238095238094,115480.15523809525,1165.3685714285714,3.1142714285714286,13.974761904761904,Ithaca
2020-06-15,2.017058823529412,234278.98,2506.31,3.3294,13.9552,Ithaca
2020-06-16,2.0100000000000002,234815.53,2506.31,3.3327000000000004,13.969500000000002,Ithaca
2020-06-18,2.2989473684210524,343822.73,3579.5399999999995,2.9826,13.6554,Ithaca
2020-06-19,1.9616666666666667,344139.76,3582.77,2.9922,13.667499999999999,Ithaca
2020-07-09,0.8265625,124161.25,1181.94,3.7669,14.8187,Ithaca
2020-07-13,0.9040000000000001,136681.89,1363.63,4.1446,15.2185,Ithaca
2020-07-17,1.0976470588235294,246170.37,2606.59,3.7897,14.5093,Ithaca
2020-07-21,1.0733333333333335,247684.36,2612.19,3.8496,14.5858,Ithaca
2020-07-27,1.526842105263158,358174.11,3706.63,3.4075,14.145299999999999,Ithaca
2020-07-28,1.42,358517.96,3706.6299999999997,3.4202999999999997,14.1575,Ithaca
2020-08-25,1.1084375,141606.21,1327.61,4.9702,16.2026,Ithaca
2020-08-26,0.889,153207.25,1460.76,5.132,16.3787,Ithaca
2020-08-28,0.6864705882352942,261746.48,2740.27,4.3435,15.1784,Ithaca
2020-09-02,0.6233333333333334,263376.96,2740.27,4.3953,15.2278,Ithaca
2020-09-09,0.9568421052631578,373989.05,3817.6099999999997,3.7871000000000006,14.5957,Ithaca
2020-09-15,1.0516666666666665,375902.77,3820.3700000000003,3.8111,14.6228,Ithaca
2021-06-11,1.9422727272727272,91061.56,797.16,1.4914,12.311,Ithaca
2021-06-16,2.1710000000000003,225094.22000000003,2076.41,3.239,14.2244,Ithaca
2021-06-23,2.8311764705882356,347335.11,3494.93,3.3899,14.1874,Ithaca
2021-06-24,3.0833333333333335,347858.82,3494.93,3.3936000000000006,14.1963,Ithaca
2021-06-29,2.07125,230427.4,2155.79,3.4027,14.4397,Ithaca
2021-07-19,1.6552941176470588,104372.78,1043.54,2.882,13.7724,Ithaca
2021-07-20,1.432,104713.75,1060.73,2.9171,13.813300000000002,Ithaca
2021-07-26,1.2928125,239526.62,2337.9,3.8049,14.8296,Ithaca
2021-07-27,1.405,239883.67,2342.44,3.8186,14.8477,Ithaca
2021-07-28,0.9558823529411765,359624.63,3714.16,3.7381,14.5498,Ithaca
2021-07-29,0.8866666666666667,359958.24,3716.92,3.7446,14.5571,Ithaca
2021-09-08,1.245,122700.11999999998,1274.23,4.3535,15.2721,Ithaca
2021-09-09,0.8370000000000001,255173.37000000002,2551.66,4.3957,15.409899999999999,Ithaca
2021-09-13,0.88,256482.02,2572.74,4.4314,15.4451,Ithaca
2021-09-27,0.6752941176470588,380176.65,4012.73,4.2336,15.0469,Ithaca
2021-10-07,0.5633333333333334,382732.09,4054.1299999999997,4.2774,15.0804,Ithaca
2022-06-01,1.475,195278.82,2047.5200000000002,2.3548,13.2404,Ithaca
2022-06-10,1.46625,124268.43,1424.11,3.7791,14.9567,Ithaca
2022-06-17,1.6054761904761903,333477.75,3384.09,3.2761000000000005,14.260900000000001,Ithaca
2022-07-06,1.0827272727272728,209414.53,2137.07,2.8145,13.801099999999998,Ithaca
2022-07-13,0.64125,138408.68,1480.73,4.3909,15.7773,Ithaca
2022-07-29,0.7388095238095238,350854.89,3450.55,3.6339000000000006,14.733500000000001,Ithaca
2022-08-25,1.19,228468.38,2268.68,3.5704,14.7427,Ithaca
2022-08-26,1.076,228828.84,2269.57,3.5858,14.759,Ithaca
2022-09-14,0.9290476190476191,366120.81,3652.99,4.0495,15.1828,Ithaca
2022-10-06,0.828125,166501.71,1770.61,5.73,17.2198,Ithaca
